https://www.instagram.com/p/DRSmMhODnJ2
Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.'
"I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it," the author tells ELLE magazine. "I'm almost embarrassed to say I wrote it."
"When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"
Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict "feels like a circus" and is "all-around sad."
"This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up."
"bit_flags","child_comment_count","comment_index","comment_like_count","content_type","created_at","created_at_for_fb_app","created_at_utc","did_report_as_spam","has_disliked_comment","has_liked_comment","has_more_head_child_comments","has_more_tail_child_comments","has_translation","inline_composer_display_condition","is_covered","is_ranked_comment","media_id","num_head_child_comments","pk","private_reply_status","share_enabled","status","strong_id__","text","type","user/fbid_v2","user/full_name","user/id","user/is_mentionable","user/is_private","user/is_verified","user/latest_reel_media","user/pk","user/pk_id","user/profile_pic_id","user/profile_pic_url","user/strong_id__","user/username","user_id"
"0","0","10","492","comment","1763669004","1763669004","1763669004","false","false","false",,,,"never","false","true","3770243824132977270",,"18073606961338235","0","true","Active","18073606961338235","She should be embarrassed of her actions!!! #teamjustin","0","17841400882750256","Dalila Krsulja","16413425","true","true","false",,"16413425","16413425","3205905728668456355_16413425","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/385871144_1499802517504371_8735206161068373096_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEw0f8JuDN1JgJe3SozE7xVwy0EOuVVq2yZ-pS7_akX_3m4wrSY75fooeWlgtKmnIU&_nc_ohc=szbzv6ZgU70Q7kNvwGRTgWP&_nc_gid=aF-e22L1drmb03E7x8OBIw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfjCSwv0APVg8rdoRSEAedR7V7BDmO4HdMLXXBzzkhsuVw&oe=69287D2A&_nc_sid=f5838a","16413425","sweetdawls","16413425"
"0","0","11","127","comment","1763690306","1763690306","1763690306","false","false","false",,,,"never","false","true","3770243824132977270",,"17927141559153789","0","true","Active","17927141559153789","Now she wants sympathy, after being complicit in this whole facade of a case??!","0","17841401206776606","Jubilee Sharpe","1702824225","true","false","true","0","1702824225","1702824225","3374268721105757824_1702824225","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/446098929_1635871873890802_3296314238773166929_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEw0f8JuDN1JgJe3SozE7xVwy0EOuVVq2yZ-pS7_akX_3m4wrSY75fooeWlgtKmnIU&_nc_ohc=iUUV0wxhlOEQ7kNvwF-JhVD&_nc_gid=aF-e22L1drmb03E7x8OBIw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_Afi9FR9poKwj35E07RtZUQ5OzZk8qXgoe9GNbWJ_799UXw&oe=6928515C&_nc_sid=f5838a","1702824225","jubilee1991","1702824225"
"0","0","12","169","comment","1763671799","1763671799","1763671799","false","false","false",,,,"never","false","true","3770243824132977270",,"17860035684477288","0","true","Active","17860035684477288","JUSTICE FOR JUSTIN","0","17841451333032459","Romilda Lima Silva","51139679101","true","false","false","0","51139679101","51139679101","3119233505455701637_51139679101","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/351416677_6203338239787724_1769222739603399473_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEw0f8JuDN1JgJe3SozE7xVwy0EOuVVq2yZ-pS7_akX_3m4wrSY75fooeWlgtKmnIU&_nc_ohc=yYdjKBb3BlMQ7kNvwF8Jqmr&_nc_gid=aF-e22L1drmb03E7x8OBIw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfguaILubXhNZmdOH-p-mvwuA9vf-2oFuRT_1948YgKv5w&oe=69287905&_nc_sid=f5838a","51139679101","romex.silvagmail.com9","51139679101"
"0","1","13","151","comment","1763669204","1763669204","1763669204","false","false","false","true","false",,"never","false","true","3770243824132977270","1","17907197454269422","0","true","Active","17907197454269422","Well said. I can’t imagine anyone wanting to work with Blake or RR after this. A PR disaster that keeps getting worse.","0","17841403816097460","Heidi Kling","3659687203","false","false","false","1763851043","3659687203","3659687203","3763336447425326293_3659687203","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/581985113_18394892050127204_9145349545334490937_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42MzMuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEw0f8JuDN1JgJe3SozE7xVwy0EOuVVq2yZ-pS7_akX_3m4wrSY75fooeWlgtKmnIU&_nc_ohc=BreKbLKBhBAQ7kNvwGztKtP&_nc_gid=aF-e22L1drmb03E7x8OBIw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfiSgUznIxJeBvSeM6goGVuAZ81Li6ov2nFXNiTEUvQAZA&oe=69286198&_nc_sid=f5838a","3659687203","heidiklingwrites","3659687203"
"0","0","14","7","comment","1763694579","1763694579","1763694579","false","false","false",,,,"never","false","true","3770243824132977270",,"17914740627237851","0","true","Active","17914740627237851","Team Justin!","0","17841410535292550","Marion Sampson","10420407176","true","true","false",,"10420407176","10420407176","1961344472919687704_10420407176","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/49907082_227233381560745_1810765758251139072_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QEw0f8JuDN1JgJe3SozE7xVwy0EOuVVq2yZ-pS7_akX_3m4wrSY75fooeWlgtKmnIU&_nc_ohc=oywt5YKfU-gQ7kNvwGDBD6Q&_nc_gid=aF-e22L1drmb03E7x8OBIw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_Afg_qgZIiDKpBHB_uxeLIGRZ3gsod7NyGhJXfyBeoSutdA&oe=692872F5&_nc_sid=f5838a","10420407176","marionsampson336","10420407176"
"0","0","15","148","comment","1763670738","1763670738","1763670738","false","false","false",,,,"never","false","true","3770243824132977270",,"18096451813799910","0","true","Active","18096451813799910","Yeaaah no empathy for her, and I say that as a BIG fan of her books.. I’ve read them all. But her backing Blake and her horrible treatment of Justin and his family during the premier alone is enough for me to dislike her.","0","17841400248940575","Kaleigh ❀ Johnson","36808298","true","true","false",,"36808298","36808298","3726103058830204513_36808298","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/550839929_18531411463008299_7471639127070699794_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFfxTsiff65wuOdl8BM5y13x3f2ycu_-XOIc-nvq6drT-BWqb6P8T2k2CsH5baqAHU&_nc_ohc=HeWZaKE3ri4Q7kNvwE3Oukx&_nc_gid=xwLHdfw9JTxn5HZNWuf3dw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfhM1CXoDUrKuQhNtyW3609Whj_AfVEnn9YTVeZJgeR53g&oe=69287598&_nc_sid=f5838a","36808298","kaleighhbriannee","36808298"
"0","0","16","31","comment","1763691824","1763691824","1763691824","false","false","false",,,,"never","false","true","3770243824132977270",,"18130832407495182","0","true","Active","18130832407495182","Team Justin","0","17841400762843784","Julie Edwards Chastain","242201428","true","false","false","0","242201428","242201428","2709937746778509760_242201428","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/258274729_287865289906343_3446212464054634262_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFfxTsiff65wuOdl8BM5y13x3f2ycu_-XOIc-nvq6drT-BWqb6P8T2k2CsH5baqAHU&_nc_ohc=-AabweA1WD4Q7kNvwER3HbK&_nc_gid=xwLHdfw9JTxn5HZNWuf3dw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfhXGn58BznFNG13p2usgQIygZN43pZ7isXTYwYk7v-RiA&oe=6928539A&_nc_sid=f5838a","242201428","jechastain14","242201428"
"0","2","17","62","comment","1763695849","1763695849","1763695849","false","false","false","true","false",,"never","false","true","3770243824132977270","2","17867246562493917","0","true","Active","17867246562493917","Oh Look it’s Colleen JUDAS Hoover and Blake THE SNAKE Lively. Picture perfect","0","17841401247070144","Rye","9257569","false","true","false",,"9257569","9257569","3510976849762784303_9257569","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/468698478_491526826617817_1507236010166419997_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFfxTsiff65wuOdl8BM5y13x3f2ycu_-XOIc-nvq6drT-BWqb6P8T2k2CsH5baqAHU&_nc_ohc=h_qDmPh3xVkQ7kNvwHjXoIE&_nc_gid=xwLHdfw9JTxn5HZNWuf3dw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfiB-TYjkIDKfhIQ0L26hVTh0AZls4qXqfhz3kilVE8uWg&oe=69286302&_nc_sid=f5838a","9257569","ryevera","9257569"
"0","0","18","155","comment","1763670746","1763670746","1763670746","false","false","false",,,,"never","false","true","3770243824132977270",,"17976800765933643","0","true","Active","17976800765933643","The only shameful thing about this production is that Blake was cast in this film.","0","17841400176430668","Amanda Duarte","42757881","false","true","false",,"42757881","42757881","3673961559075710492_42757881","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/517880526_18518613724005882_8186165960637443379_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFfxTsiff65wuOdl8BM5y13x3f2ycu_-XOIc-nvq6drT-BWqb6P8T2k2CsH5baqAHU&_nc_ohc=U6PuRetSHzAQ7kNvwHzcaxc&_nc_gid=xwLHdfw9JTxn5HZNWuf3dw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfiLUDSuSTx66WkfWClOGcadgIN5QIakHH-HgQGcOdhHRg&oe=69286FDB&_nc_sid=f5838a","42757881","aamandaduarte","42757881"
"0","15","19","389","comment","1763669526","1763669526","1763669526","false","false","false","true","false",,"never","false","true","3770243824132977270","15","18082058248862579","0","true","Active","18082058248862579","Oh Colleen, you were all team Justin until you met Blake. Do the math, it doesn't take a rocket scientist to see you chose wrong. You should be embarrassed all the way around.","0","17841400305760670","Dina Marie Benedict","42890192","true","true","false",,"42890192","42890192","3202000868153432956_42890192","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/384116325_1337524190492640_4529282616985206672_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFfxTsiff65wuOdl8BM5y13x3f2ycu_-XOIc-nvq6drT-BWqb6P8T2k2CsH5baqAHU&_nc_ohc=4RWWdbGg7t8Q7kNvwHdBYpZ&_nc_gid=xwLHdfw9JTxn5HZNWuf3dw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfgB6f_vpzxuBe3TsaUu0ZuZ__zZ2O61EaoHopXEZhwbag&oe=69287D49&_nc_sid=f5838a","42890192","_dina.marie_","42890192"
"0","0","20","57","comment","1763668330","1763668330","1763668330","false","false","false",,,,"never","false","true","3770243824132977270",,"18057196490289884","0","true","Active","18057196490289884","She liked him then though","0","17841400928835171","Julia Rooke","330974961","true","true","false",,"330974961","330974961","2485991272046436858_330974961","https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/138339890_844620922780520_130237702304435360_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MjguYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFfxTsiff65wuOdl8BM5y13x3f2ycu_-XOIc-nvq6drT-BWqb6P8T2k2CsH5baqAHU&_nc_ohc=Pv6oymLZqJoQ7kNvwF8xhuZ&_nc_gid=xwLHdfw9JTxn5HZNWuf3dw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_Afi2cbruTbQhbvhuqbNF4NxvDTm4Z2E1t__-w3G_ngdvpw&oe=6928696E&_nc_sid=f5838a","330974961","juliarooke1","330974961"
